RreffOffset	RreffValue	RreffAbs	RreffAbsOhm	RcorrOffset	RcorrValue	RcorrAbs	RcorrAbsOhm	Time	TimeStamp	Data	DeltaRAbsOhm	ef
-102	89079	89181	0,01730336367	191	85713	85522	0,01659342537	1350000	1499943198	13/7/17 10:53:18	-0,0007099383017	0,448986
-72	89010	89082	0,01728415518	224	85685	85461	0,01658158983	1353600	1499946798	13/7/17 11:53:18	-0,0007025653431	0,449236
-106	88973	89079	0,0172835731	86	85717	85631	0,01661457412	1357200	1499950398	13/7/17 12:53:18	-0,000668998979	0,450377
-83	89034	89117	0,01729094606	56	85731	85675	0,01662311123	1360800	1499953998	13/7/17 13:53:18	-0,0006678348277	0,450416
-170	89131	89301	0,0173266467	97	85759	85662	0,0166205889	1364400	1499957598	13/7/17 14:53:18	-0,0007060577972	0,449117
-205	89308	89513	0,01736778005	12	85913	85901	0,01666696093	1368000	1499961198	13/7/17 15:53:18	-0,0007008191161	0,449295
-259	89348	89607	0,01738601842	9	86038	86029	0,01669179616	1371600	1499964798	13/7/17 16:53:18	-0,0006942222584	0,449519
-377	89798	90175	0,01749622475	-156	86499	86655	0,01681325595	1375200	1499968398	13/7/17 17:53:18	-0,0006829687953	0,449901
-1762	90312	92074	0,01786467865	-1437	87163	88600	0,01719063502	1378800	1499971998	13/7/17 18:53:18	-0,0006740436349	0,450205
-645	90980	91625	0,01777756133	-386	87623	88009	0,01707596611	1382400	1499975598	13/7/17 19:53:18	-0,000701595217	0,449269
-198	90774	90972	0,01765086285	9	87457	87448	0,01696711796	1386000	1499979198	13/7/17 20:53:18	-0,0006837448962	0,449875
-18	90814	90832	0,01762369932	278	87439	87161	0,01691143272	1389600	1499982798	13/7/17 21:53:18	-0,0007122666044	0,448907
-258	90404	90662	0,01759071503	3	86985	86982	0,0168767022	1393200	1499986398	13/7/17 22:53:18	-0,0007140128314	0,448848
-194	90214	90408	0,01754143263	90	86858	86768	0,0168351808	1396800	1499989998	13/7/17 23:53:18	-0,0007062518224	0,449111
-50	89972	90022	0,01746653889	113	86689	86576	0,01679792796	1400400	1499993598	14/7/17 00:53:18	-0,0006686109286	0,450390
-89	89829	89918	0,01744636027	199	86566	86367	0,01675737669	1404000	1499997198	14/7/17 01:53:18	-0,0006889835773	0,449697
-38	89714	89752	0,01741415208	116	86379	86263	0,01673719807	1407600	1500000798	14/7/17 02:53:18	-0,0006769540133	0,450106
-73	89621	89694	0,01740289862	98	86255	86157	0,01671663139	1411200	1500004398	14/7/17 03:53:18	-0,0006862672241	0,449789
-25	89520	89545	0,01737398886	162	86194	86032	0,01669237824	1414800	1500007998	14/7/17 04:53:18	-0,0006816106187	0,449947
-58	89377	89435	0,01735264608	143	86123	85980	0,01668228893	1418400	1500011598	14/7/17 05:53:18	-0,0006703571556	0,450330
-31	89483	89514	0,01736797407	150	86122	85972	0,01668073672	1422000	1500015198	14/7/17 06:53:18	-0,0006872373503	0,449756
-63	89387	89450	0,01735555646	183	86066	85883	0,01666346848	1425600	1500018798	14/7/17 07:53:18	-0,0006920879809	0,449591
-89	89350	89439	0,01735342218	169	86064	85895	0,01666579678	1429200	1500022398	14/7/17 08:53:18	-0,0006876254007	0,449743
-97	89342	89439	0,01735342218	118	86028	85910	0,01666870716	1432800	1500025998	14/7/17 09:53:18	-0,0006847150223	0,449842
-47	89227	89274	0,01732140802	103	85980	85877	0,01666230433	1436400	1500029598	14/7/17 10:53:18	-0,0006591036925	0,450714
-47	89261	89308	0,01732800488	97	85854	85757	0,0166390213	1440000	1500033198	14/7/17 11:53:18	-0,0006889835773	0,449697
-61	89223	89284	0,01732334827	125	85856	85731	0,01663397664	1443600	1500036798	14/7/17 12:53:18	-0,0006893716278	0,449683
-99	89196	89295	0,01732548255	130	85862	85732	0,01663417067	1447200	1500040398	14/7/17 13:53:18	-0,00069131188	0,449617
-103	89191	89294	0,01732528852	137	85909	85772	0,01664193168	1450800	1500043998	14/7/17 14:53:18	-0,0006833568458	0,449888
-211	89340	89551	0,01737515301	28	86063	86035	0,01669296031	1454400	1500047598	14/7/17 15:53:18	-0,0006821926944	0,449927
-174	89656	89830	0,01742928605	20	86386	86366	0,01675718266	1458000	1500051198	14/7/17 16:53:18	-0,0006721033826	0,450271
-363	89779	90142	0,01748982192	-120	86423	86543	0,01679152513	1460244	1500053442	14/7/17 17:30:42	-0,0006982967881	0,449380
-192	90318	90510	0,0175612232	41	86920	86879	0,0168567176	1463844	1500057042	14/7/17 18:30:42	-0,0007045055954	0,449170
-999	91293	92292	0,01790697615	-724	87932	88656	0,01720150043	1467444	1500060642	14/7/17 19:30:42	-0,0007054757215	0,449137
206	92345	92139	0,01787729029	336	88796	88460	0,01716347149	1471044	1500064242	14/7/17 20:30:42	-0,0007138188062	0,448854
-84	90949	91033	0,01766269839	115	87604	87489	0,01697507299	1474644	1500067842	14/7/17 21:30:42	-0,0006876254007	0,449743
-136	90617	90753	0,01760837133	112	87300	87188	0,0169166714	1478244	1500071442	14/7/17 22:30:42	-0,0006916999305	0,449604
-17	90351	90368	0,01753367162	160	87011	86851	0,0168512849	1481844	1500075042	14/7/17 23:30:42	-0,0006823867196	0,449921
-128	90035	90163	0,01749389645	59	86740	86681	0,01681830061	1485444	1500078642	15/7/17 00:30:42	-0,0006755958367	0,450152
-76	89944	90020	0,01746615084	100	86503	86403	0,0167643616	1489044	1500082242	15/7/17 01:30:42	-0,0007017892422	0,449262
-37	89856	89893	0,01744150964	106	86543	86437	0,01677095845	1492644	1500085842	15/7/17 02:30:42	-0,0006705511808	0,450324
-85	89672	89757	0,0174151222	138	86431	86293	0,01674301882	1496244	1500089442	15/7/17 03:30:42	-0,0006721033826	0,450271
-95	89648	89743	0,01741240585	143	86336	86193	0,0167236163	1499844	1500093042	15/7/17 04:30:42	-0,0006887895521	0,449703
-39	89532	89571	0,01737903351	203	86303	86100	0,01670557195	1503444	1500096642	15/7/17 05:30:42	-0,0006734615592	0,450225
-78	89454	89532	0,01737146653	161	86208	86047	0,01669528862	1507044	1500100242	15/7/17 06:30:42	-0,0006761779124	0,450132
9	89499	89490	0,01736331747	151	86059	85908	0,01666831911	1510644	1500103842	15/7/17 07:30:42	-0,0006949983593	0,449492
-80	89412	89492	0,01736370552	82	86090	86008	0,01668772163	1514244	1500107442	15/7/17 08:30:42	-0,0006759838872	0,450139
-23	89418	89441	0,01735381023	121	86094	85973	0,01668093075	1517844	1500111042	15/7/17 09:30:42	-0,0006728794836	0,450244
-53	89346	89399	0,01734566117	145	85946	85801	0,01664755841	1521444	1500114642	15/7/17 10:30:42	-0,0006981027629	0,449387
-113	89271	89384	0,0173427508	129	85946	85817	0,01665066281	1525044	1500118242	15/7/17 11:30:42	-0,0006920879809	0,449591
-32	89286	89318	0,01732994513	156	85886	85730	0,01663378262	1528644	1500121842	15/7/17 12:30:42	-0,0006961625107	0,449453
-102	89198	89300	0,01732645268	141	85851	85710	0,01662990212	1532244	1500125442	15/7/17 13:30:42	-0,0006965505611	0,449440
-109	89264	89373	0,01734061652	131	85989	85858	0,01665861785	1535844	1500129042	15/7/17 14:30:42	-0,0006819986692	0,449934
-143	89292	89435	0,01735264608	85	86059	85974	0,01668112477	1539444	1500132642	15/7/17 15:30:42	-0,000671521307	0,450291
-167	89450	89617	0,01738795867	84	86134	86050	0,01669587069	1543044	1500136242	15/7/17 16:30:42	-0,0006920879809	0,449591
-115	89680	89795	0,01742249516	20	86425	86405	0,01676474965	1546644	1500139842	15/7/17 17:30:42	-0,0006577455159	0,450760
-167	90091	90258	0,01751232884	20	86782	86762	0,01683401665	1550244	1500143442	15/7/17 18:30:42	-0,0006783121899	0,450059
-592	91637	92229	0,01789475256	-263	88268	88531	0,01717724728	1553844	1500147042	15/7/17 19:30:42	-0,0007175052855	0,448730
93	92044	91951	0,01784081355	334	88666	88332	0,01713863626	1557444	1500150642	15/7/17 20:30:42	-0,0007021772927	0,449249
-16	90890	90906	0,01763805719	166	87541	87375	0,01695295412	1561044	1500154242	15/7/17 21:30:42	-0,0006851030728	0,449828
-36	90464	90500	0,01755928295	132	87058	86926	0,01686583679	1564644	1500157842	15/7/17 22:30:42	-0,0006934461575	0,449545
-124	90084	90208	0,01750262758	80	86800	86720	0,01682586759	1568244	1500161442	15/7/17 23:30:42	-0,0006767599881	0,450112
-107	89833	89940	0,01745062882	67	86560	86493	0,01678182387	1571844	1500165042	16/7/17 00:30:42	-0,0006688049538	0,450383
-69	89775	89844	0,0174320024	187	86438	86251	0,01673486976	1575444	1500168642	16/7/17 01:30:42	-0,0006971326368	0,449420
-148	89692	89840	0,0174312263	177	86376	86199	0,01672478045	1579044	1500172242	16/7/17 02:30:42	-0,0007064458476	0,449104
-98	89605	89703	0,01740464484	51	86324	86273	0,01673913832	1582644	1500175842	16/7/17 03:30:42	-0,000665506525	0,450496
-102	89611	89713	0,01740658509	154	86241	86087	0,01670304963	1586244	1500179442	16/7/17 04:30:42	-0,0007035354692	0,449203
25	89558	89533	0,01737166055	147	86179	86032	0,01669237824	1589844	1500183042	16/7/17 05:30:42	-0,000679282316	0,450026
-83	89435	89518	0,01736875018	113	86196	86083	0,01670227352	1593444	1500186642	16/7/17 06:30:42	-0,0006664766511	0,450463
-46	89420	89466	0,01735866086	90	86159	86069	0,01669955717	1597044	1500190242	16/7/17 07:30:42	-0,0006591036925	0,450714
-53	89384	89437	0,01735303413	121	86093	85972	0,01668073672	1600644	1500193842	16/7/17 08:30:42	-0,0006722974079	0,450264
-84	89414	89498	0,01736486967	153	86113	85960	0,01667840842	1604244	1500197442	16/7/17 09:30:42	-0,0006864612494	0,449782
-98	89405	89503	0,0173658398	114	86101	85987	0,0166836471	1607844	1500201042	16/7/17 10:30:42	-0,0006821926944	0,449927
-99	89341	89440	0,01735361621	72	86089	86017	0,01668946786	1611444	1500204642	16/7/17 11:30:42	-0,0006641483484	0,450542
-23	89234	89257	0,01731810959	122	86023	85901	0,01666696093	1615044	1500208242	16/7/17 12:30:42	-0,0006511486582	0,450986
-4	89377	89381	0,01734216872	149	85944	85795	0,01664639426	1618644	1500211842	16/7/17 13:30:42	-0,0006957744602	0,449466
-85	89352	89437	0,01735303413	126	86038	85912	0,01666909521	1622244	1500215442	16/7/17 14:30:42	-0,0006839389214	0,449868
-95	89405	89500	0,01736525772	84	86167	86083	0,01670227352	1625844	1500219042	16/7/17 15:30:42	-0,000662984197	0,450582
-146	89628	89774	0,01741842063	46	86254	86208	0,01672652668	1629444	1500222642	16/7/17 16:30:42	-0,0006918939557	0,449598
-130	89841	89971	0,0174566436	64	86469	86405	0,01676474965	1633044	1500226242	16/7/17 17:30:42	-0,0006918939557	0,449598
-97	90276	90373	0,01753464174	10	86820	86810	0,01684332986	1636644	1500229842	16/7/17 18:30:42	-0,00069131188	0,449617
-680	91678	92358	0,01791978182	-401	88348	88749	0,01721954478	1640244	1500233442	16/7/17 19:30:42	-0,0007002370404	0,449315
70	92183	92113	0,01787224564	261	88837	88576	0,01718597841	1643844	1500237042	16/7/17 20:30:42	-0,0006862672241	0,449789
-15	91038	91053	0,0176665789	169	87626	87457	0,01696886418	1647444	1500240642	16/7/17 21:30:42	-0,0006977147125	0,449400
-94	90650	90744	0,0176066251	109	87335	87226	0,01692404436	1651044	1500244242	16/7/17 22:30:42	-0,0006825807448	0,449914
-35	90364	90399	0,0175396864	189	87024	86835	0,01684818049	1654644	1500247842	16/7/17 23:30:42	-0,0006915059052	0,449611
-114	90122	90236	0,01750806029	108	86707	86599	0,01680239054	1658244	1500251442	17/7/17 00:30:42	-0,0007056697467	0,449130
-113	89936	90049	0,01747177757	72	86655	86583	0,01679928614	1661844	1500255042	17/7/17 01:30:42	-0,0006724914331	0,450258
-23	89925	89948	0,01745218102	74	86543	86469	0,01677716726	1665444	1500258642	17/7/17 02:30:42	-0,000675013761	0,450172
-57	89760	89817	0,01742676372	162	86454	86292	0,0167428248	1669044	1500262242	17/7/17 03:30:42	-0,0006839389214	0,449868
-90	89762	89852	0,0174335546	113	86375	86262	0,01673700404	1672644	1500265842	17/7/17 04:30:42	-0,0006965505611	0,449440
-110	89711	89821	0,01742753982	95	86358	86263	0,01673719807	1676244	1500269442	17/7/17 05:30:42	-0,0006903417539	0,449650
-129	89615	89744	0,01741259988	97	86336	86239	0,01673254146	1679844	1500273042	17/7/17 06:30:42	-0,0006800584169	0,450000
-131	89544	89675	0,01739921214	148	86248	86100	0,01670557195	1683444	1500276642	17/7/17 07:30:42	-0,0006936401827	0,449538
-91	89575	89666	0,01739746591	146	86254	86108	0,01670712416	1687044	1500280242	17/7/17 08:30:42	-0,0006903417539	0,449650
-75	89487	89562	0,01737728729	157	86229	86072	0,01670013925	1690644	1500283842	17/7/17 09:30:42	-0,0006771480385	0,450099
-98	89490	89588	0,01738233194	162	86171	86009	0,01668791566	1694244	1500287442	17/7/17 10:30:42	-0,0006944162836	0,449512
-65	89459	89524	0,01736991433	163	86214	86051	0,01669606472	1697844	1500291042	17/7/17 11:30:42	-0,0006738496097	0,450211
-114	89454	89568	0,01737845144	161	86168	86007	0,01668752761	1701444	1500294642	17/7/17 12:30:42	-0,0006909238296	0,449631
-60	89471	89531	0,0173712725	80	86165	86085	0,01670266157	1705044	1500298242	17/7/17 13:30:42	-0,0006686109286	0,450390
-84	89513	89597	0,01738407817	141	86221	86080	0,01670169145	1708644	1500301842	17/7/17 14:30:42	-0,0006823867196	0,449921
-233	89849	90082	0,0174781804	-84	86544	86628	0,01680801727	1712244	1500305442	17/7/17 15:30:42	-0,0006701631304	0,450337
-79	90142	90221	0,01750514991	123	86836	86713	0,01682450942	1715844	1500309042	17/7/17 16:30:42	-0,0006806404926	0,449980
-85	90419	90504	0,01756005905	115	87084	86969	0,01687417987	1719444	1500312642	17/7/17 17:30:42	-0,0006858791737	0,449802
-58	90903	90961	0,01764872858	129	87507	87378	0,01695353619	1723044	1500316242	17/7/17 18:30:42	-0,0006951923845	0,449486
-16	91387	91403	0,01773448773	160	87905	87745	0,01702474345	1726644	1500319842	17/7/17 19:30:42	-0,0007097442765	0,448992
24	90926	90902	0,01763728109	254	87567	87313	0,01694092455	1730244	1500323442	17/7/17 20:30:42	-0,0006963565359	0,449446
166	90439	90273	0,01751523922	293	87108	86815	0,01684429999	1733844	1500327042	17/7/17 21:30:42	-0,0006709392313	0,450310
130	90115	89985	0,01745935996	353	86838	86485	0,01678027167	1737444	1500330642	17/7/17 22:30:42	-0,0006790882908	0,450033
-30	90025	90055	0,01747294172	218	86705	86487	0,01678065972	1741044	1500334242	17/7/17 23:30:42	-0,0006922820061	0,449585
-53	89916	89969	0,01745625555	146	86501	86355	0,01675504839	1744644	1500337842	18/7/17 00:30:42	-0,0007012071665	0,449282
-61	89726	89787	0,01742094296	127	86416	86289	0,01674224272	1748244	1500341442	18/7/17 01:30:42	-0,0006787002403	0,450046
-89	89602	89691	0,01740231654	153	86210	86057	0,01669722887	1751844	1500345042	18/7/17 02:30:42	-0,0007050876711	0,449150
-76	89458	89534	0,01737185458	135	86066	85931	0,01667278169	1755444	1500348642	18/7/17 03:30:42	-0,0006990728891	0,449354
-101	89334	89435	0,01735264608	181	85961	85780	0,01664348388	1759044	1500352242	18/7/17 04:30:42	-0,0007091622008	0,449012
-85	89270	89355	0,01733712406	97	85943	85846	0,01665628955	1762644	1500355842	18/7/17 05:30:42	-0,0006808345178	0,449974
-97	89228	89325	0,01733130331	182	85872	85690	0,01662602161	1766244	1500359442	18/7/17 06:30:42	-0,0007052816963	0,449144
-103	89131	89234	0,01731364701	108	85812	85704	0,01662873796	1769844	1500363042	18/7/17 07:30:42	-0,0006849090476	0,449835
-23	88984	89007	0,01726960329	147	85747	85600	0,01660855934	1773444	1500366642	18/7/17 08:30:42	-0,0006610439448	0,450648
-10	88995	89005	0,01726921523	97	85674	85577	0,01660409676	1777044	1500370242	18/7/17 09:30:42	-0,0006651184745	0,450509
-55	88820	88875	0,01724399196	163	85552	85389	0,01656762002	1780644	1500373842	18/7/17 10:30:42	-0,0006763719376	0,450125
-65	88765	88830	0,01723526082	171	85585	85414	0,01657247065	1784244	1500377442	18/7/17 11:30:42	-0,0006627901718	0,450588
-32	88772	88804	0,01723021616	97	85473	85376	0,01656509769	1787844	1500381042	18/7/17 12:30:42	-0,0006651184745	0,450509
-108	88612	88720	0,01721391805	150	85336	85186	0,0165282329	1791444	1500384642	18/7/17 13:30:42	-0,0006856851485	0,449809
-59	88630	88689	0,01720790326	128	85371	85243	0,01653929233	1795044	1500388242	18/7/17 14:30:42	-0,0006686109286	0,450390
-128	88579	88707	0,01721139572	102	85352	85250	0,01654065051	1798644	1500391842	18/7/17 15:30:42	-0,0006707452061	0,450317
-68	88710	88778	0,01722517151	53	85407	85354	0,01656082913	1802244	1500395442	18/7/17 16:30:42	-0,0006643423736	0,450535
-202	88854	89056	0,01727911052	57	85506	85449	0,01657926153	1805844	1500399042	18/7/17 17:30:42	-0,00069984899	0,449328
-290	89041	89331	0,01733246746	-49	85766	85815	0,01665027476	1809444	1500402642	18/7/17 18:30:42	-0,0006821926944	0,449927
296	90540	90244	0,01750961249	507	87324	86817	0,01684468804	1813044	1500406242	18/7/17 19:30:42	-0,0006649244493	0,450515
28	89946	89918	0,01744636027	160	86527	86367	0,01675737669	1816644	1500409842	18/7/17 20:30:42	-0,0006889835773	0,449697
160	89267	89107	0,01728900581	417	86001	85584	0,01660545494	1820244	1500413442	18/7/17 21:30:42	-0,000683550871	0,449881
-839	87972	88811	0,01723157434	-442	84798	85240	0,01653871026	1823844	1500417042	18/7/17 22:30:42	-0,0006928640818	0,449565
-79	88936	89015	0,01727115549	145	85709	85564	0,01660157443	1827444	1500420642	18/7/17 23:30:42	-0,0006695810547	0,450357
-95	88834	88929	0,01725446932	137	85540	85403	0,01657033637	1831044	1500424242	19/7/17 00:30:42	-0,0006841329467	0,449861
-51	88644	88695	0,01720906741	102	85410	85308	0,01655190397	1834644	1500427842	19/7/17 01:30:42	-0,0006571634402	0,450780
-117	88550	88667	0,01720363471	163	85341	85178	0,01652668069	1838244	1500431442	19/7/17 02:30:42	-0,0006769540133	0,450106
-55	88509	88564	0,01718365011	134	85233	85099	0,0165113527	1841844	1500435042	19/7/17 03:30:42	-0,0006722974079	0,450264
-27	88438	88465	0,01716444161	176	85187	85011	0,01649427848	1845444	1500438642	19/7/17 04:30:42	-0,0006701631304	0,450337
-35	88492	88527	0,01717647118	153	85158	85005	0,01649311433	1849044	1500442242	19/7/17 05:30:42	-0,0006833568458	0,449888
-79	88383	88462	0,01716385954	174	85139	84965	0,01648535332	1852644	1500445842	19/7/17 06:30:42	-0,0006785062151	0,450053
10	88334	88324	0,01713708406	134	85113	84979	0,01648806967	1856244	1500449442	19/7/17 07:30:42	-0,0006490143808	0,451059
0	88278	88278	0,0171281589	209	84999	84790	0,01645139891	1859844	1500453042	19/7/17 08:30:42	-0,0006767599881	0,450112
-30	88192	88222	0,01711729348	231	84953	84722	0,01643820519	1863444	1500456642	19/7/17 09:30:42	-0,0006790882908	0,450033
-26	88236	88262	0,01712505449	205	84921	84716	0,01643704104	1867044	1500460242	19/7/17 10:30:42	-0,0006880134512	0,449730
-44	88142	88186	0,01711030857	165	84884	84719	0,01643762312	1870644	1500463842	19/7/17 11:30:42	-0,0006726854583	0,450251
6	88088	88082	0,01709012995	217	84878	84661	0,01642636965	1874244	1500467442	19/7/17 12:30:42	-0,0006637602979	0,450555
-22	88098	88120	0,01709750291	270	84842	84572	0,01640910141	1877844	1500471042	19/7/17 13:30:42	-0,0006884015016	0,449716
-76	88123	88199	0,0171128309	146	84869	84723	0,01643839922	1881444	1500474642	19/7/17 14:30:42	-0,0006744316854	0,450192
-114	88233	88347	0,01714154664	102	84953	84851	0,01646323445	1885044	1500478242	19/7/17 15:30:42	-0,0006783121899	0,450059
-74	88423	88497	0,01717065042	126	85165	85039	0,01649971119	1888644	1500481842	19/7/17 16:30:42	-0,0006709392313	0,450310
-183	88561	88744	0,01721857465	134	85310	85176	0,01652629264	1892244	1500485442	19/7/17 17:30:42	-0,0006922820061	0,449585
-519	88530	89049	0,01727775234	-271	85291	85562	0,01660118638	1895844	1500489042	19/7/17 18:30:42	-0,0006765659628	0,450119
145	89226	89081	0,01728396115	346	85881	85535	0,0165959477	1899444	1500492642	19/7/17 19:30:42	-0,0006880134512	0,449730
148	89219	89071	0,0172820209	412	86040	85628	0,01661399205	1903044	1500496242	19/7/17 20:30:42	-0,0006680288529	0,450410
-26	88645	88671	0,01720441081	145	85431	85286	0,01654763542	1906644	1500499842	19/7/17 21:30:42	-0,0006567753898	0,450793
-272	88316	88588	0,01718830672	-200	84980	85180	0,01652706875	1910244	1500503442	19/7/17 22:30:42	-0,00066123797	0,450641
-129	88079	88208	0,01711457713	161	84775	84614	0,01641725047	1913844	1500507042	19/7/17 23:30:42	-0,000697326662	0,449413
-25	88176	88201	0,01711321895	200	84826	84626	0,01641957877	1917444	1500510642	20/7/17 00:30:42	-0,0006936401827	0,449538
17	88060	88043	0,01708256297	167	84750	84583	0,01641123569	1921044	1500514242	20/7/17 01:30:42	-0,0006713272817	0,450297
-65	88029	88094	0,01709245825	188	84791	84603	0,01641511619	1924644	1500517842	20/7/17 02:30:42	-0,0006773420637	0,450092
-6	88015	88021	0,01707829441	182	84601	84419	0,01637941555	1928244	1500521442	20/7/17 03:30:42	-0,0006988788638	0,449361
-36	88068	88104	0,01709439851	171	84691	84520	0,0163990121	1931844	1500525042	20/7/17 04:30:42	-0,0006953864098	0,449479
-15	87976	87991	0,01707247366	137	84687	84550	0,01640483285	1935444	1500528642	20/7/17 05:30:42	-0,0006676408025	0,450423
36	87930	87894	0,01705365321	174	84624	84450	0,01638543033	1939044	1500532242	20/7/17 06:30:42	-0,0006682228781	0,450403
-19	87958	87977	0,0170697573	195	84637	84442	0,01638387813	1942644	1500535842	20/7/17 07:30:42	-0,0006858791737	0,449802
-1	87873	87874	0,0170497727	154	84634	84480	0,01639125109	1946244	1500539442	20/7/17 08:30:42	-0,0006585216168	0,450734
-58	87979	88037	0,01708139882	119	84561	84442	0,01638387813	1949844	1500543042	20/7/17 09:30:42	-0,0006975206872	0,449407
-85	87913	87998	0,01707383183	170	84583	84413	0,0163782514	1953444	1500546642	20/7/17 10:30:42	-0,000695580435	0,449473
-103	87955	88058	0,01708547335	160	84583	84423	0,01638019165	1957044	1500550242	20/7/17 11:30:42	-0,0007052816963	0,449144
10	87878	87868	0,01704860855	169	84584	84415	0,01637863945	1960644	1500553842	20/7/17 12:30:42	-0,0006699691052	0,450344
46	87951	87905	0,01705578749	160	84679	84519	0,01639881807	1964244	1500557442	20/7/17 13:30:42	-0,000656969415	0,450787
31	88075	88044	0,01708275699	220	84760	84540	0,0164028926	1967844	1500561042	20/7/17 14:30:42	-0,0006798643917	0,450007
-9	88105	88114	0,01709633876	142	84785	84643	0,0164228772	1971444	1500564642	20/7/17 15:30:42	-0,0006734615592	0,450225
233	88431	88198	0,01711263688	330	85121	84791	0,01645159293	1975044	1500568242	20/7/17 16:30:42	-0,0006610439448	0,450648
334	88851	88517	0,01717453092	560	85570	85010	0,01649408446	1978644	1500571842	20/7/17 17:30:42	-0,0006804464674	0,449987
704	89851	89147	0,01729676682	910	86524	85614	0,01661127569	1982244	1500575442	20/7/17 18:30:42	-0,0006854911232	0,449815
1080	91279	90199	0,01750088135	1521	87983	86462	0,01677580908	1985844	1500579042	20/7/17 19:30:42	-0,0007250722693	0,448474
354	91119	90765	0,01761069963	496	87666	87170	0,01691317894	1989444	1500582642	20/7/17 20:30:42	-0,0006975206872	0,449407
-256	90456	90712	0,0176004163	-48	86838	86886	0,01685807578	1993044	1500586242	20/7/17 21:30:42	-0,0007423405144	0,447891
-237	90224	90461	0,01755171596	-4	86705	86709	0,01682373332	1996644	1500589842	20/7/17 22:30:42	-0,0007279826477	0,448376
-218	89963	90181	0,0174973889	-77	86370	86447	0,01677289871	2000244	1500593442	20/7/17 23:30:42	-0,0007244901937	0,448493
-242	89664	89906	0,01744403196	-133	86129	86262	0,01673700404	2003844	1500597042	21/7/17 00:30:42	-0,0007070279233	0,449084
-259	89469	89728	0,01740949547	-5	85875	85880	0,0166628864	2007444	1500600642	21/7/17 01:30:42	-0,0007466090694	0,447747
-207	89239	89446	0,01735478036	-62	85653	85715	0,01663087224	2011044	1500604242	21/7/17 02:30:42	-0,000723908118	0,448513
-221	89035	89256	0,01731791557	-37	85526	85563	0,01660138041	2014644	1500607842	21/7/17 03:30:42	-0,0007165351594	0,448762
-81	88845	88926	0,01725388724	-28	85358	85386	0,01656703794	2018244	1500611442	21/7/17 04:30:42	-0,0006868492998	0,449769
-149	88695	88844	0,01723797717	37	85334	85297	0,0165497697	2021844	1500615042	21/7/17 05:30:42	-0,0006882074764	0,449723
-137	88635	88772	0,01722400736	-4	85112	85116	0,01651465113	2025444	1500618642	21/7/17 06:30:42	-0,000709356226	0,449005
-202	88583	88785	0,01722652968	92	85103	85011	0,01649427848	2029044	1500622242	21/7/17 07:30:42	-0,0007322512027	0,448231
-106	88467	88573	0,01718539634	90	85027	84937	0,01647992062	2032644	1500625842	21/7/17 08:30:42	-0,0007054757215	0,449137
-88	88397	88485	0,01716832212	102	84960	84858	0,01646459262	2036244	1500629442	21/7/17 09:30:42	-0,0007037294945	0,449196
-83	88342	88425	0,0171566806	98	84856	84758	0,0164451901	2039844	1500633042	21/7/17 10:30:42	-0,0007114905035	0,448933
-82	88292	88374	0,01714678532	129	84781	84652	0,01642462343	2043444	1500636642	21/7/17 11:30:42	-0,0007221618909	0,448572
-33	88212	88245	0,01712175606	131	84784	84653	0,01642481745	2047044	1500640242	21/7/17 12:30:42	-0,0006969386116	0,449426
-40	88302	88342	0,01714057651	126	84819	84693	0,01643257846	2050644	1500643842	21/7/17 13:30:42	-0,0007079980494	0,449051
56	88327	88271	0,01712680072	208	84871	84663	0,0164267577	2054244	1500647442	21/7/17 14:30:42	-0,0007000430152	0,449321
68	88489	88421	0,0171559045	321	85034	84713	0,01643645896	2057844	1500651042	21/7/17 15:30:42	-0,0007194455378	0,448664
229	88789	88560	0,01718287401	422	85276	84854	0,01646381652	2061444	1500654642	21/7/17 16:30:42	-0,0007190574873	0,448677
280	89021	88741	0,01721799257	478	85539	85061	0,01650397974	2065044	1500658242	21/7/17 17:30:42	-0,0007140128314	0,448848
584	89869	89285	0,0173235423	924	86485	85561	0,01660099236	2068644	1500661842	21/7/17 18:30:42	-0,0007225499414	0,448559
1144	91482	90338	0,01752785086	1582	88187	86605	0,01680355469	2072244	1500665442	21/7/17 19:30:42	-0,0007242961684	0,448500
15	90745	90730	0,01760390875	377	87200	86823	0,01684585219	2075844	1500669042	21/7/17 20:30:42	-0,0007580565577	0,447362
-177	90600	90777	0,01761302793	35	87005	86970	0,0168743739	2079444	1500672642	21/7/17 21:30:42	-0,0007386540351	0,448015
-173	90447	90620	0,01758256597	25	86883	86858	0,01685264307	2083044	1500676242	21/7/17 22:30:42	-0,0007299229	0,448310
-170	90217	90387	0,0175373581	-52	86582	86634	0,01680918142	2086644	1500679842	21/7/17 23:30:42	-0,0007281766729	0,448369
-262	90004	90266	0,01751388104	-30	86379	86409	0,01676552575	2090244	1500683442	22/7/17 00:30:42	-0,0007483552964	0,447688
-240	89842	90082	0,0174781804	-66	86151	86217	0,0167282729	2093844	1500687042	22/7/17 01:30:42	-0,0007499074982	0,447636
-165	89633	89798	0,01742307724	-53	85976	86029	0,01669179616	2097444	1500690642	22/7/17 02:30:42	-0,0007312810766	0,448264
-171	89478	89649	0,01739416748	-6	85785	85791	0,01664561816	2101044	1500694242	22/7/17 03:30:42	-0,0007485493217	0,447682
-153	89224	89377	0,01734139262	97	85689	85592	0,01660700714	2104644	1500697842	22/7/17 04:30:42	-0,0007343854802	0,448159
