RreffOffset	RreffValue	RreffAbs	RreffAbsOhm	RcorrOffset	RcorrValue	RcorrAbs	RcorrAbsOhm	Time	TimeStamp	Data	DeltaRAbsOhm	ef
607	92604	91997	0,01784973871	923	88255	87332	0,01694461103	2677044	1501270242	28/7/17 19:30:42	-0,000905127679	0,442471
7	92101	92094	0,01786855916	165	87554	87389	0,01695567047	2680644	1501273842	28/7/17 20:30:42	-0,000912888688	0,442216
-218	91910	92128	0,01787515602	32	87356	87324	0,01694305883	2684244	1501277442	28/7/17 21:30:42	-0,0009320971854	0,441586
-191	91672	91863	0,01782373933	-116	87091	87207	0,01692035788	2687844	1501281043	28/7/17 22:30:43	-0,000903381452	0,442529
-161	91371	91532	0,01775951698	-53	86789	86842	0,01684953867	2691444	1501284643	28/7/17 23:30:43	-0,0009099783096	0,442312
-212	91123	91335	0,01772129401	-42	86548	86590	0,01680064431	2695044	1501288243	29/7/17 00:30:43	-0,0009206496971	0,441961
-245	90859	91104	0,01767647418	-32	86349	86381	0,01676009304	2698644	1501291843	29/7/17 01:30:43	-0,0009163811421	0,442101
-104	90768	90872	0,01763146033	20	86177	86157	0,01671663139	2702244	1501295443	29/7/17 02:30:43	-0,0009148289403	0,442152
-124	90627	90751	0,01760798328	16	86062	86046	0,01669509459	2705844	1501299043	29/7/17 03:30:43	-0,000912888688	0,442216
-109	90432	90541	0,01756723798	88	85968	85880	0,0166628864	2709444	1501302643	29/7/17 04:30:43	-0,0009043515781	0,442497
-134	90368	90502	0,017559671	-11	85894	85905	0,01666773703	2713044	1501306243	29/7/17 05:30:43	-0,0008919339636	0,442906
-142	90282	90424	0,01754453703	123	85775	85652	0,01661864865	2716644	1501309843	29/7/17 06:30:43	-0,0009258883782	0,441789
-113	90217	90330	0,01752629866	77	85728	85651	0,01661845463	2720244	1501313443	29/7/17 07:30:43	-0,0009078440322	0,442382
-99	90070	90169	0,0174950606	124	85718	85594	0,01660739519	2723844	1501317043	29/7/17 08:30:43	-0,0008876654087	0,443046
-65	90078	90143	0,01749001594	153	85620	85467	0,01658275399	2727444	1501320643	29/7/17 09:30:43	-0,0009072619565	0,442401
-24	90041	90065	0,01747488197	114	85717	85603	0,01660914142	2731044	1501324243	29/7/17 10:30:43	-0,0008657405581	0,443771
-74	90100	90174	0,01749603072	69	85536	85467	0,01658275399	2734644	1501327843	29/7/17 11:30:43	-0,0009132767385	0,442203
-58	90130	90188	0,01749874708	223	85608	85385	0,01656684392	2738244	1501331443	29/7/17 12:30:43	-0,0009319031602	0,441592
-6	90168	90174	0,01749603072	181	85628	85447	0,01657887348	2741844	1501335043	29/7/17 13:30:43	-0,000917157243	0,442076
-1	90252	90253	0,01751135872	215	85781	85566	0,01660196248	2745444	1501338643	29/7/17 14:30:43	-0,000909396234	0,442331
47	90446	90399	0,0175396864	342	85848	85506	0,01659032097	2749044	1501342243	29/7/17 15:30:43	-0,0009493654305	0,441021
138	90581	90443	0,01754822351	361	86098	85737	0,0166351408	2752644	1501345843	29/7/17 16:30:43	-0,0009130827133	0,442210
780	91650	90870	0,01763107228	1326	87428	86102	0,01670596	2756244	1501349443	29/7/17 17:30:43	-0,0009251122773	0,441815
1178	92877	91699	0,01779191919	1423	88442	87019	0,01688388114	2759844	1501353043	29/7/17 18:30:43	-0,0009080380574	0,442376
877	93598	92721	0,01799021297	1278	89166	87888	0,01705248906	2763444	1501356643	29/7/17 19:30:43	-0,000937723917	0,441402
-109	92780	92889	0,01802280921	139	88085	87946	0,01706374252	2767044	1501360243	29/7/17 20:30:43	-0,0009590666918	0,440704
-190	92538	92728	0,01799157115	14	87840	87826	0,01704045949	2770644	1501363843	29/7/17 21:30:43	-0,0009511116575	0,440964
-247	92191	92438	0,01793530384	-138	87443	87581	0,01699292331	2774244	1501367443	29/7/17 22:30:43	-0,0009423805224	0,441249
-261	91922	92183	0,0178858274	-76	87215	87291	0,016936656	2777844	1501371043	29/7/17 23:30:43	-0,0009491714053	0,441027
-296	91552	91848	0,01782082895	-76	86947	87023	0,01688465724	2781444	1501374643	30/7/17 00:30:43	-0,0009361717151	0,441453
-250	91305	91555	0,01776397956	-113	86706	86819	0,01684507609	2785044	1501378243	30/7/17 01:30:43	-0,00091890347	0,442019
-253	91189	91442	0,01774205471	-93	86481	86574	0,01679753991	2788644	1501381843	30/7/17 02:30:43	-0,0009445147999	0,441180
-131	90994	91125	0,01768054871	-17	86297	86314	0,01674709335	2792244	1501385443	30/7/17 03:30:43	-0,000933455362	0,441541
-140	90774	90914	0,01763960939	67	86188	86121	0,01670964648	2795844	1501389043	30/7/17 04:30:43	-0,0009299629079	0,441656
-161	90714	90875	0,01763204241	88	86039	85951	0,01667666219	2799444	1501392643	30/7/17 05:30:43	-0,0009553802125	0,440825
-156	90606	90762	0,01761011756	55	86027	85972	0,01668073672	2803044	1501396243	30/7/17 06:30:43	-0,0009293808322	0,441675
-160	90486	90646	0,01758761063	99	85910	85811	0,01664949866	2806644	1501399843	30/7/17 07:30:43	-0,0009381119674	0,441389
-159	90441	90600	0,01757868547	87	85856	85769	0,0166413496	2810244	1501403443	30/7/17 08:30:43	-0,0009373358665	0,441414
-84	90380	90464	0,01755229804	120	85808	85688	0,01662563356	2813844	1501407043	30/7/17 09:30:43	-0,0009266644791	0,441764
-60	90394	90454	0,01755035779	159	85820	85661	0,01662039488	2817444	1501410643	30/7/17 10:30:43	-0,0009299629079	0,441656
-44	90357	90401	0,01754007445	115	85753	85638	0,0166159323	2821044	1501414243	30/7/17 11:30:43	-0,0009241421511	0,441847
-110	90305	90415	0,0175427908	133	85685	85552	0,01659924613	2824644	1501417843	30/7/17 12:30:43	-0,0009435446737	0,441211
-50	90328	90378	0,01753561187	176	85824	85648	0,01661787255	2828244	1501421443	30/7/17 13:30:43	-0,0009177393187	0,442057
90	90550	90460	0,01755152194	272	85952	85680	0,01662408136	2831844	1501425043	30/7/17 14:30:43	-0,00092744058	0,441739
96	90630	90534	0,01756587981	344	86100	85756	0,01663882728	2835444	1501428643	30/7/17 15:30:43	-0,0009270525295	0,441751
90	90787	90697	0,01759750592	391	86273	85882	0,01666327445	2839044	1501432243	30/7/17 16:30:43	-0,0009342314629	0,441516
398	91482	91084	0,01767259368	795	86991	86196	0,01672419837	2842644	1501435843	30/7/17 17:30:43	-0,0009483953044	0,441053
349	92040	91691	0,01779036699	732	87481	86749	0,01683149432	2846244	1501439443	30/7/17 18:30:43	-0,0009588726666	0,440711
895	93245	92350	0,01791822962	1322	88710	87388	0,01695547644	2849844	1501443043	30/7/17 19:30:43	-0,0009627531711	0,440584
-8	92551	92559	0,01795878089	210	87828	87618	0,01700010225	2853444	1501446643	30/7/17 20:30:43	-0,0009586786414	0,440717
-173	92298	92471	0,01794170667	-28	87562	87590	0,01699466954	2857044	1501450243	30/7/17 21:30:43	-0,0009470371278	0,441097
-231	92000	92231	0,01789514061	-149	87173	87322	0,01694267078	2860644	1501453843	30/7/17 22:30:43	-0,0009524698341	0,440920
-209	91779	91988	0,01784799248	-127	87027	87154	0,01691007454	2864244	1501457443	30/7/17 23:30:43	-0,0009379179422	0,441395
-331	91473	91804	0,01781229184	-93	86805	86898	0,01686040408	2867844	1501461043	31/7/17 00:30:43	-0,0009518877584	0,440939
-255	91331	91586	0,01776999434	-45	86625	86670	0,01681616633	2871444	1501464643	31/7/17 01:30:43	-0,0009538280107	0,440875
-173	91193	91366	0,01772730879	15	86466	86451	0,01677367481	2875044	1501468243	31/7/17 02:30:43	-0,0009536339855	0,440882
-122	91031	91153	0,01768598142	-54	86341	86395	0,01676280939	2878644	1501471843	31/7/17 03:30:43	-0,000923172025	0,441879
-146	90915	91061	0,0176681311	53	86197	86144	0,01671410906	2882244	1501475443	31/7/17 04:30:43	-0,0009540220359	0,440869
-74	90818	90892	0,01763534084	74	86132	86058	0,01669742289	2885844	1501479043	31/7/17 05:30:43	-0,0009379179422	0,441395
-144	90819	90963	0,01764911663	80	86057	85977	0,01668170685	2889444	1501482643	31/7/17 06:30:43	-0,0009674097765	0,440432
-162	90697	90859	0,017628938	58	85948	85890	0,01666482666	2893044	1501486243	31/7/17 07:30:43	-0,0009641113477	0,440540
-136	90632	90768	0,01761128171	49	85894	85845	0,01665609552	2896644	1501489843	31/7/17 08:30:43	-0,0009551861873	0,440831
-65	90585	90650	0,01758838673	95	85859	85764	0,01664037948	2900244	1501493443	31/7/17 09:30:43	-0,0009480072539	0,441065
-73	90569	90642	0,01758683453	155	85887	85732	0,01663417067	2903844	1501497043	31/7/17 10:30:43	-0,0009526638594	0,440913
-58	90467	90525	0,01756413358	81	85821	85740	0,01663572287	2907444	1501500643	31/7/17 11:30:43	-0,0009284107061	0,441707
16	90494	90478	0,01755501439	123	85851	85728	0,01663339457	2911044	1501504243	31/7/17 12:30:43	-0,0009216198232	0,441929
19	90640	90621	0,01758276	177	85892	85715	0,01663087224	2914644	1501507843	31/7/17 13:30:43	-0,0009518877584	0,440939
79	90853	90774	0,01761244586	313	86160	85847	0,01665648357	2918244	1501511443	31/7/17 14:30:43	-0,0009559622882	0,440806
195	91124	90929	0,01764251977	398	86346	85948	0,01667608012	2921844	1501515043	31/7/17 15:30:43	-0,0009664396504	0,440464
-62	91136	91198	0,01769471256	111	86366	86255	0,01673564586	2925444	1501518643	31/7/17 16:30:43	-0,0009590666918	0,440704
42	91372	91330	0,01772032388	332	86833	86501	0,01678337607	2929044	1501522243	31/7/17 17:30:43	-0,0009369478161	0,441427
572	92701	92129	0,01787535004	726	87878	87152	0,01690968649	2932644	1501525843	31/7/17 18:30:43	-0,0009656635495	0,440489
108	92729	92621	0,01797081045	286	87901	87615	0,01699952017	2936244	1501529443	31/7/17 19:30:43	-0,000971290281	0,440306
-96	92628	92724	0,01799079505	172	87882	87710	0,01701795257	2939844	1501533043	31/7/17 20:30:43	-0,0009728424828	0,440255
-81	92535	92616	0,01796984033	187	87795	87608	0,01699816199	2943444	1501536643	31/7/17 21:30:43	-0,0009716783315	0,440293
-79	92382	92461	0,01793976642	178	87578	87400	0,01695780475	2947044	1501540243	31/7/17 22:30:43	-0,0009819616685	0,439958
-3	92186	92189	0,01788699155	186	87403	87217	0,01692229813	2950644	1501543843	31/7/17 23:30:43	-0,0009646934234	0,440521
-69	91963	92032	0,01785652959	210	87224	87014	0,01688291101	2954244	1501547443	1/8/17 00:30:43	-0,0009736185838	0,440230
-104	91772	91876	0,01782626166	227	87066	86839	0,0168489566	2957844	1501551043	1/8/17 01:30:43	-0,000977305063	0,440110
-16	91651	91667	0,01778571039	137	86795	86658	0,01681383803	2961444	1501554643	1/8/17 02:30:43	-0,0009718723567	0,440287
20	91484	91464	0,01774632327	167	86687	86520	0,01678706255	2965044	1501558243	1/8/17 03:30:43	-0,000959260717	0,440698
-1	91352	91353	0,01772478647	162	86522	86360	0,01675601851	2968644	1501561843	1/8/17 04:30:43	-0,0009687679531	0,440388
-15	91180	91195	0,01769413048	194	86377	86183	0,01672167605	2972244	1501565443	1/8/17 05:30:43	-0,0009724544324	0,440268
30	91093	91063	0,01766851915	194	86274	86080	0,01670169145	2975844	1501569043	1/8/17 06:30:43	-0,0009668277008	0,440451
-55	91032	91087	0,01767317575	145	86167	86022	0,01669043799	2979444	1501572643	1/8/17 07:30:43	-0,0009827377694	0,439933
-1	90849	90850	0,01762719178	133	86039	85906	0,01666793106	2983044	1501576243	1/8/17 08:30:43	-0,000959260717	0,440698
-102	90759	90861	0,01762932605	116	85942	85826	0,01665240904	2986644	1501579843	1/8/17 09:30:43	-0,0009769170126	0,440123
-60	90738	90798	0,01761710246	112	85873	85761	0,0166397974	2990244	1501583443	1/8/17 10:30:43	-0,000977305063	0,440110
-112	90625	90737	0,01760526693	90	85725	85635	0,01661535022	2993844	1501587043	1/8/17 11:30:43	-0,0009899167027	0,439700
-62	90592	90654	0,01758916283	22	85773	85751	0,01663785715	2997444	1501590643	1/8/17 12:30:43	-0,0009513056828	0,440958
-65	90639	90704	0,01759886409	102	85784	85682	0,01662446941	3001044	1501592821	1/8/17 13:07:01	-0,0009743946847	0,440205
-73	90763	90836	0,01762447542	34	85810	85776	0,01664270778	3004644	1501596421	1/8/17 14:07:01	-0,0009817676432	0,439965
-235	90636	90871	0,01763126631	29	85876	85847	0,01665648357	3008244	1501600021	1/8/17 15:07:01	-0,0009747827351	0,440192
-178	90756	90934	0,0176434899	-97	85933	86030	0,01669199019	3011844	1501603621	1/8/17 16:07:01	-0,000951499708	0,440951
-261	91001	91262	0,01770713017	-156	86160	86316	0,0167474814	3015444	1501607221	1/8/17 17:07:01	-0,0009596487675	0,440685
-471	91208	91679	0,01778803869	-269	86396	86665	0,01681519621	3019044	1501610821	1/8/17 18:07:01	-0,0009728424828	0,440255
-720	91694	92414	0,01793064723	-290	86985	87275	0,01693355159	3022644	1501614421	1/8/17 19:07:01	-0,0009970956361	0,439467
-373	92531	92904	0,01802571959	-19	87752	87771	0,01702978811	3026244	1501618021	1/8/17 20:07:01	-0,0009959314847	0,439505
-235	92640	92875	0,01802009286	40	87784	87744	0,01702454942	3029844	1501621621	1/8/17 21:07:01	-0,0009955434343	0,439517
120	92539	92419	0,01793161736	339	87566	87227	0,01692423838	3033444	1501625221	1/8/17 22:07:01	-0,001007378973	0,439133
167	92053	91886	0,01782820191	352	87214	86862	0,01685341918	3037044	1501628821	1/8/17 23:07:01	-0,0009747827351	0,440192
46	91868	91822	0,0178157843	294	87024	86730	0,01682780785	3040644	1501632421	2/8/17 00:07:01	-0,0009879764505	0,439763
193	91712	91519	0,01775699465	387	86806	86419	0,016767466	3044244	1501636021	2/8/17 01:07:01	-0,0009895286523	0,439713
213	91692	91479	0,01774923364	421	86811	86390	0,01676183927	3047844	1501639621	2/8/17 02:07:01	-0,0009873943748	0,439782
220	91575	91355	0,01772517452	403	86694	86291	0,01674263077	3051444	1501643221	2/8/17 03:07:01	-0,0009825437441	0,439940
276	91547	91271	0,0177088764	443	86652	86209	0,0167267207	3055044	1501646821	2/8/17 04:07:01	-0,0009821556937	0,439952
289	91431	91142	0,01768384714	501	86567	86066	0,0166989751	3058644	1501650421	2/8/17 05:07:01	-0,0009848720469	0,439864
291	91418	91127	0,01768093676	452	86498	86046	0,01669509459	3062244	1501654021	2/8/17 06:07:01	-0,000985842173	0,439832
256	91357	91101	0,01767589211	487	86493	86006	0,01668733358	3065844	1501657621	2/8/17 07:07:01	-0,0009885585262	0,439744
254	91312	91058	0,01766754902	528	86480	85952	0,01667685622	3069444	1501661221	2/8/17 08:07:01	-0,0009906928036	0,439675
296	91227	90931	0,01764290782	564	86348	85784	0,01664425998	3073044	1501664821	2/8/17 09:07:01	-0,0009986478379	0,439416
275	91183	90908	0,01763844524	477	86421	85944	0,01667530402	3076644	1501668421	2/8/17 10:07:01	-0,0009631412216	0,440571
282	91134	90852	0,01762757983	497	86325	85828	0,01665279709	3080244	1501672021	2/8/17 11:07:01	-0,0009747827351	0,440192
228	90999	90771	0,01761186378	354	86210	85856	0,0166582298	3083844	1501675621	2/8/17 12:07:01	-0,0009536339855	0,440882
-172	90977	91149	0,01768520532	38	86117	86079	0,01670149742	3087444	1501679221	2/8/17 13:07:01	-0,0009837078955	0,439902
-229	90831	91060	0,01766793707	-36	85912	85948	0,01667608012	3091044	1501682821	2/8/17 14:07:01	-0,000991856955	0,439637
-336	90963	91299	0,0177143091	-172	86093	86265	0,01673758612	3094644	1501686421	2/8/17 15:07:01	-0,0009767229874	0,440129
-356	91203	91559	0,01776475566	-101	86357	86458	0,01677503298	3098244	1501690021	2/8/17 16:07:01	-0,0009897226775	0,439706
-802	91332	92134	0,01787632017	-495	86458	86953	0,01687107547	3101844	1501693621	2/8/17 17:07:01	-0,001005244696	0,439203
-3869	90269	94138	0,01826514672	-3855	85152	89007	0,01726960329	3105444	1501697221	2/8/17 18:07:01	-0,0009955434343	0,439517
-364	92891	93255	0,01809382244	-63	87977	88040	0,01708198089	3109044	1501700821	2/8/17 19:07:01	-0,001011841553	0,438989
-129	92864	92993	0,01804298784	88	87847	87759	0,0170274598	3112644	1501704421	2/8/17 20:07:01	-0,001015528033	0,438870
-171	92579	92750	0,01799583971	54	87644	87590	0,01699466954	3116244	1501708021	2/8/17 21:07:01	-0,001001170166	0,439335
-30	92430	92460	0,01793957239	177	87436	87259	0,01693044719	3119844	1501711621	2/8/17 22:07:01	-0,0010091252	0,439077
-64	92246	92310	0,01791046861	143	87290	87147	0,01690871636	3123444	1501715221	2/8/17 23:07:01	-0,001001752242	0,439316
-54	92003	92057	0,01786138022	198	87160	86962	0,0168728217	3127044	1501718821	3/8/17 00:07:01	-0,0009885585262	0,439744
-54	91905	91959	0,01784236575	172	86953	86781	0,01683770313	3130644	1501722421	3/8/17 01:07:01	-0,00100466262	0,439221
-25	91829	91854	0,0178219931	206	86903	86697	0,01682140501	3134244	1501726021	3/8/17 02:07:01	-0,00100058809	0,439354
-70	91720	91790	0,01780957549	194	86782	86588	0,01680025626	3137844	1501729621	3/8/17 03:07:01	-0,001009319225	0,439071
1	91673	91672	0,01778668051	205	86693	86488	0,01678085374	3141444	1501733221	3/8/17 04:07:01	-0,001005826771	0,439184
10	91598	91588	0,01777038239	237	86680	86443	0,01677212261	3145044	1501736821	3/8/17 05:07:01	-0,0009982597874	0,439429
-1	91465	91466	0,01774671132	214	86581	86367	0,01675737669	3148644	1501740421	3/8/17 06:07:01	-0,0009893346271	0,439719
-9	91374	91383	0,01773060722	190	86520	86330	0,01675019776	3152244	1501744021	3/8/17 07:07:01	-0,0009804094667	0,440009
11	91281	91270	0,01770868237	212	86418	86206	0,01672613863	3155844	1501747621	3/8/17 08:07:01	-0,0009825437441	0,439940
41	91296	91255	0,01770577199	234	86367	86133	0,01671197479	3159444	1501751221	3/8/17 09:07:01	-0,0009937972073	0,439574
-9	91097	91106	0,01767686223	175	86226	86051	0,01669606472	3163044	1501754821	3/8/17 10:07:01	-0,0009807975171	0,439996
9	91078	91069	0,0176696833	201	86161	85960	0,01667840842	3166644	1501758421	3/8/17 11:07:01	-0,0009912748793	0,439656
-38	91047	91085	0,0176727877	117	86140	86023	0,01669063201	3170244	1501762021	3/8/17 12:07:01	-0,0009821556937	0,439952
-130	91019	91149	0,01768520532	99	86136	86037	0,01669334836	3173844	1501765621	3/8/17 13:07:01	-0,000991856955	0,439637
-200	91050	91250	0,01770480187	10	86216	86206	0,01672613863	3177444	1501769221	3/8/17 14:07:01	-0,0009786632396	0,440066
-237	91236	91473	0,01774806949	-70	86360	86430	0,01676960028	3181044	1501772821	3/8/17 15:07:01	-0,0009784692144	0,440072
-261	91320	91581	0,01776902422	23	86432	86409	0,01676552575	3184644	1501776421	3/8/17 16:07:01	-0,001003498469	0,439259
-331	91409	91740	0,01779987423	-77	86477	86554	0,01679365941	3188244	1501780021	3/8/17 17:07:01	-0,001006214822	0,439171
-169	91634	91803	0,01781209782	-17	86710	86727	0,01682722577	3191844	1501783453	3/8/17 18:04:13	-0,0009848720469	0,439864
-101	91458	91559	0,01776475566	29	86621	86592	0,01680103236	3195444	1501787053	3/8/17 19:04:13	-0,0009637232972	0,440552
-137	91441	91578	0,01776844214	78	86575	86497	0,01678259997	3199044	1501790653	3/8/17 20:04:13	-0,000985842173	0,439832
-97	91336	91433	0,01774030848	170	86414	86244	0,01673351159	3202644	1501794253	3/8/17 21:04:13	-0,001006796897	0,439152
-26	91394	91420	0,01773778616	175	86474	86299	0,01674418297	3206244	1501797853	3/8/17 22:04:13	-0,000993603182	0,439580
-39	91124	91163	0,01768792167	128	86283	86155	0,01671624334	3209844	1501801453	3/8/17 23:04:13	-0,0009716783315	0,440293
13	91130	91117	0,01767899651	152	86109	85957	0,01667782635	3213444	1501805053	4/8/17 00:04:13	-0,001001170166	0,439335
-13	90982	90995	0,01765532543	170	86188	86018	0,01668966188	3217044	1501808653	4/8/17 01:04:13	-0,0009656635495	0,440489
-64	90844	90908	0,01763844524	150	85932	85782	0,01664387193	3220644	1501812253	4/8/17 02:04:13	-0,0009945733082	0,439549
72	90791	90719	0,01760177447	191	85948	85757	0,0166390213	3224244	1501815853	4/8/17 03:04:13	-0,0009627531711	0,440584
35	90774	90739	0,01760565498	271	85880	85609	0,01661030557	3227844	1501819453	4/8/17 04:04:13	-0,0009953494091	0,439524
10	90728	90718	0,01760158045	170	85841	85671	0,01662233513	3231444	1501823053	4/8/17 05:04:13	-0,0009792453153	0,440047
-36	90706	90742	0,01760623705	235	85794	85559	0,01660060431	3235044	1501826653	4/8/17 06:04:13	-0,001005632746	0,439190
82	90609	90527	0,01756452163	186	85702	85516	0,01659226122	3238644	1501830253	4/8/17 07:04:13	-0,0009722604072	0,440274
-26	90529	90555	0,01756995433	154	85659	85505	0,01659012694	3242244	1501833853	4/8/17 08:04:13	-0,000979827391	0,440028
-12	90472	90484	0,01755617854	203	85605	85402	0,01657014235	3245844	1501837453	4/8/17 09:04:13	-0,0009860361982	0,439826
39	90424	90385	0,01753697005	161	85530	85369	0,01656373951	3249444	1501841053	4/8/17 10:04:13	-0,0009732305333	0,440243
50	90498	90448	0,01754919364	163	85482	85319	0,01655403825	3253044	1501844653	4/8/17 11:04:13	-0,0009951553838	0,439530
-20	90318	90338	0,01752785086	122	85480	85358	0,01656160524	3256644	1501848253	4/8/17 12:04:13	-0,0009662456252	0,440470
-98	90383	90481	0,01755559647	90	85533	85443	0,01657809738	3260244	1501851853	4/8/17 13:04:13	-0,0009774990883	0,440104
-67	90530	90597	0,01757810339	47	85612	85565	0,01660176846	3263844	1501855453	4/8/17 14:04:13	-0,0009763349369	0,440141
-299	90742	91041	0,01766425059	-70	85806	85876	0,0166621103	3267444	1501859053	4/8/17 15:04:13	-0,001002140292	0,439303
-274	90843	91117	0,01767899651	-57	85996	86053	0,01669645277	3271044	1501862653	4/8/17 16:04:13	-0,0009825437441	0,439940
-284	90877	91161	0,01768753362	-88	85954	86042	0,01669431849	3274644	1501866253	4/8/17 17:04:13	-0,0009932151316	0,439593
-307	90956	91263	0,01770732419	-94	86010	86104	0,01670634805	3278244	1501869853	4/8/17 18:04:13	-0,001000976141	0,439341
-166	91147	91313	0,01771702546	-3	86195	86198	0,01672458643	3281844	1501873453	4/8/17 19:04:13	-0,0009924390307	0,439618
-102	91214	91316	0,01771760753	82	86229	86147	0,01671469114	3285444	1501877053	4/8/17 20:04:13	-0,001002916393	0,439278
-50	91080	91130	0,01768151884	137	86166	86029	0,01669179616	3289044	1501880653	4/8/17 21:04:13	-0,0009897226775	0,439706
75	90959	90884	0,01763378863	277	86060	85783	0,01664406596	3292644	1501884253	4/8/17 22:04:13	-0,0009897226775	0,439706
10	90718	90708	0,01759964019	158	85875	85717	0,01663126029	3296244	1501887853	4/8/17 23:04:13	-0,0009683799027	0,440401
-50	90535	90585	0,01757577509	150	85724	85574	0,01660351468	3299844	1501891453	5/8/17 00:04:13	-0,0009722604072	0,440274
-48	90445	90493	0,01755792477	186	85617	85431	0,01657576908	3303444	1501895053	5/8/17 01:04:13	-0,0009821556937	0,439952
28	90404	90376	0,01753522382	123	85422	85299	0,01655015775	3307044	1501898653	5/8/17 02:04:13	-0,0009850660721	0,439858
-44	90296	90340	0,01752823891	230	85442	85212	0,01653327755	3310644	1501902253	5/8/17 03:04:13	-0,0009949613586	0,439536
-42	90250	90292	0,0175189257	180	85415	85235	0,01653774013	3314244	1501905853	5/8/17 04:04:13	-0,0009811855676	0,439984
-25	90253	90278	0,01751620935	179	85426	85247	0,01654006844	3317844	1501909453	5/8/17 05:04:13	-0,0009761409117	0,440148
-11	90136	90147	0,01749079204	118	85313	85195	0,01652997912	3321444	1501913053	5/8/17 06:04:13	-0,0009608129188	0,440647
-36	90183	90219	0,01750476186	157	85305	85148	0,01652085994	3325044	1501916653	5/8/17 07:04:13	-0,0009839019207	0,439895
-19	90129	90148	0,01749098607	124	85311	85187	0,01652842692	3328644	1501920253	5/8/17 08:04:13	-0,0009625591459	0,440590
-61	90062	90123	0,01748613544	183	85246	85063	0,01650436779	3332244	1501923853	5/8/17 09:04:13	-0,0009817676432	0,439965
-51	90022	90073	0,01747643418	191	85146	84955	0,01648341307	3335844	1501927453	5/8/17 10:04:13	-0,0009930211063	0,439599
-50	90059	90109	0,01748341908	258	85169	84911	0,01647487596	3339444	1501931053	5/8/17 11:04:13	-0,001008543124	0,439096
-60	89993	90053	0,01747255367	101	85195	85094	0,01651038258	3343044	1501934653	5/8/17 12:04:13	-0,0009621710954	0,440603
-94	90034	90128	0,01748710556	16	85192	85176	0,01652629264	3346644	1501938253	5/8/17 13:04:13	-0,0009608129188	0,440647
-175	90231	90406	0,01754104458	-29	85398	85427	0,01657499298	3350244	1501941853	5/8/17 14:04:13	-0,0009660515999	0,440476
-249	90297	90546	0,01756820811	-52	85481	85533	0,01659555965	3353844	1501945453	5/8/17 15:04:13	-0,0009726484576	0,440262
-173	90456	90629	0,0175843122	-14	85591	85605	0,01660952947	3357444	1501949053	5/8/17 16:04:13	-0,0009747827351	0,440192
-249	90503	90752	0,0176081773	-75	85606	85681	0,01662427538	3361044	1501952653	5/8/17 17:04:13	-0,0009839019207	0,439895
-376	90588	90964	0,01764931065	-252	85733	85985	0,01668325905	3364644	1501956253	5/8/17 18:04:13	-0,0009660515999	0,440476
-109	90635	90744	0,0176066251	-7	85807	85814	0,01665008074	3368244	1501959853	5/8/17 19:04:13	-0,0009565443639	0,440787
-106	90543	90649	0,01758819271	84	85702	85618	0,01661205179	3371844	1501963453	5/8/17 20:04:13	-0,0009761409117	0,440148
11	90468	90457	0,01755093986	130	85557	85427	0,01657499298	3375444	1501967053	5/8/17 21:04:13	-0,0009759468865	0,440154
-83	90267	90350	0,01753017916	140	85419	85279	0,01654627724	3379044	1501970653	5/8/17 22:04:13	-0,0009839019207	0,439895
-24	90200	90224	0,01750573198	154	85328	85174	0,01652590459	3382644	1501974253	5/8/17 23:04:13	-0,000979827391	0,440028
-21	90149	90170	0,01749525462	175	85285	85110	0,01651348698	3386244	1501977853	6/8/17 00:04:13	-0,0009817676432	0,439965
-55	90087	90142	0,01748982192	205	85226	85021	0,01649621873	3389844	1501981453	6/8/17 01:04:13	-0,000993603182	0,439580
-19	90127	90146	0,01749059802	193	85259	85066	0,01650494987	3393444	1501985053	6/8/17 02:04:13	-0,0009856481478	0,439839
-88	90022	90110	0,01748361311	169	85196	85027	0,01649738289	3397044	1501988653	6/8/17 03:04:13	-0,0009862302234	0,439820
-1	90044	90045	0,01747100147	179	85151	84972	0,0164867115	3400644	1501992253	6/8/17 04:04:13	-0,0009842899712	0,439883
-57	89993	90050	0,0174719716	149	85154	85005	0,01649311433	3404244	1501995853	6/8/17 05:04:13	-0,0009788572649	0,440059
-9	89945	89954	0,01745334517	139	85070	84931	0,01647875646	3407844	1501999453	6/8/17 06:04:13	-0,0009745887099	0,440198
22	89815	89793	0,01742210711	139	85015	84876	0,01646808508	3411444	1502003053	6/8/17 07:04:13	-0,0009540220359	0,440869
17	89916	89899	0,01744267379	146	85001	84855	0,01646401055	3415044	1502006653	6/8/17 08:04:13	-0,0009786632396	0,440066
-41	89877	89918	0,01744636027	232	84997	84765	0,01644654828	3418644	1502010253	6/8/17 09:04:13	-0,0009998119893	0,439379
4	89818	89814	0,01742618164	185	84967	84782	0,01644984671	3422244	1502013853	6/8/17 10:04:13	-0,0009763349369	0,440141
-72	89806	89878	0,01743859926	205	84939	84734	0,01644053349	3425844	1502017453	6/8/17 11:04:13	-0,0009980657622	0,439435
26	89735	89709	0,01740580899	117	84885	84768	0,01644713035	3429444	1502021053	6/8/17 12:04:13	-0,0009586786414	0,440717
-76	89792	89868	0,017436659	36	84973	84937	0,01647992062	3433044	1502024653	6/8/17 13:04:13	-0,0009567383891	0,440780
